userName,score,content,at,quarter
Hannah Hall,1,"Glitchy Host App, calendar often shows wrong date, wrong guests and surprises me with bookings that sometimes do and sometimes don't show up! And to any host, Aircover only covers partial payment, it considers depreciation and does not hold guests accountable if they refuse to pay, leaving hosts at risk and liable",2025-03-25 20:57:34,2025Q1
frederick overton,5,new experience for me but I coped will be easier next time,2025-03-25 20:41:27,2025Q1
Jessica Hinson,5,helpful and honset,2025-03-25 19:53:56,2025Q1
Timotius Harry,5,lots of unique and great places to stay,2025-03-25 19:44:35,2025Q1
Vinicius Freitas Santos,5,"Excellent booking of hotels, apartments or inns. It's very intuitive and easy to use with the map and filters.",2025-03-25 19:35:28,2025Q1
Stuart Latham,2,"have used a lot in the last 2 years mostly great experiences , have had a few bad experiences lately and people have to beware of the lack of protection if your not happy or issues , there is no getting out of a rental if it nots what's stated ,just have to wear the loss. also very expensive nowadays with the fees ,cleaning fee's and taxes.most places I've found in Auckland lately have rates above motels etc ,without the conveniences. my longer term stays are now with motels,great for short stay",2025-03-25 18:57:26,2025Q1
Leenard Giray,1,"Worst app ever. it doesnt work properly. the payment method isnt working, everything. Useless",2025-03-25 18:41:22,2025Q1
Sameer,1,Fix your Currency changing method !!!!!! You guys definitely need a better UI because this one absolutely makes things worse than they already are.,2025-03-25 18:02:45,2025Q1
Arnav Agrawal,1,app doesn't work,2025-03-25 18:02:12,2025Q1
Khan Khan,5,All parts of the world Airbnb is the Best choice.,2025-03-25 17:54:34,2025Q1
MAD Dogg,5,Got a lot of nice places. App works very well,2025-03-25 17:31:56,2025Q1
ArjayBerms,1,before there is map that you can choose now its gone,2025-03-25 15:45:52,2025Q1
Ashok Mehta,1,NOT GREAT,2025-03-25 15:15:07,2025Q1
Dr.Sangeeta Srivastava,5,wonderful,2025-03-25 14:52:28,2025Q1
ANUPAM BUTTANI,5,Assam app and very nice property,2025-03-25 13:21:10,2025Q1
Evelina Carver,5,easy quick and convenient,2025-03-25 13:16:04,2025Q1
Anurag Jain,4,To my knowledge i was among the first user of airbnb in India. 70% of my family travel goes with this.,2025-03-25 13:11:29,2025Q1
Robert Hunter,5,We love Airbnb. Staying at an Airbnb is so much nicer than a hotel and very easy to use.,2025-03-25 12:45:52,2025Q1
wryan Dee,5,very nice app,2025-03-25 12:21:28,2025Q1
Susana Campuzano,5,"it's very helpful, love it!",2025-03-25 11:38:23,2025Q1
April Staples,5,"Always we're well kept; affordable, in touchif needed, will always recommend",2025-03-25 10:47:25,2025Q1
Christi Wilkerson,5,"always easy to use, and find what you are looking for.",2025-03-25 09:49:47,2025Q1
Victor Van,1,can't even sort by price....,2025-03-25 09:39:39,2025Q1
Patrick McDade,3,Like the app however I liked the feature they just got rid of. Now the price shows all fees. I liked it before when it gave a breakdown of the price. I usually do extended stays but work with the host to pay by the week. The breakdown allowed me to see how much the room itself was without the fees so when I extend it I know what I'm gonna pay.,2025-03-25 09:11:05,2025Q1
jose lagos,5,The best App to rent beautiful houses to stay and enjoy with friends and family,2025-03-25 08:38:39,2025Q1
Tully Simmons,5,I thank it's the best Thang ever,2025-03-25 08:20:03,2025Q1
Henry Shazer,5,we had a wonderful time there,2025-03-25 08:04:04,2025Q1
Jonathan H,1,"After 10 years of AirBnB hosting as a Superhost, I gave up today. AirBnB are now a faceless organisation run by lovely but otherwise clueless Philippino call centre agents who parrot phrases like ""I understand how frustrating this can be for hosts"" but lack any meaningful ability to do anything about the automated systems. 10 years of my life hosting on AirBnB as a Superhost and the company sacrificed that relationship for someone who lied about my property in their review and never came.",2025-03-25 06:45:10,2025Q1
Gadi Yuval,5,better than booking...,2025-03-25 05:32:48,2025Q1
Danielle Green,5,"The night before we were supposed to arrive at the condo that we had booked for the week, I got an email stating that our host cancelled our booking. 8 of us with nowhere to stay, and the refund for my canceled booking will take 5 days. Airbnb customer service reached out to me in order to help me book a new reservation. when they heard about what happened, they booked me a new reservation at a nicer condo FOR FREE! THEIR CUSTOMER SERVICE IS 2ND TO NONE!!!",2025-03-25 04:00:57,2025Q1
Lena Broderick,5,"Tranquil retreat centrally located to everything you could possibly want! Fabian, the host with the most, is super responsive and accommodating. The home is clean and well-appointed too.",2025-03-25 03:09:48,2025Q1
The Mountaineer,1,"worst application I have ever experienced. the payment has been done and after that they were asking the verification which was worst. In case of verification, the experience os very frustrating. need to improve the system very bad. not recommended",2025-03-25 01:46:23,2025Q1
Randy Bjornebo,4,it had always been good. But it could be more economical.,2025-03-25 01:42:51,2025Q1
rodney j,5,farely easy to manuver,2025-03-25 01:23:22,2025Q1
Nurashikin Mustafa,5,Excellent,2025-03-25 00:20:02,2025Q1
Laurence Liu,5,Excellent app,2025-03-25 00:07:33,2025Q1
Ganesh Salunkhe,5,one thing I liked about Air BNB that they refund money immidewlty,2025-03-24 20:39:22,2025Q1
stevie donald,2,"places are great , people who run accomodations are great , but the Xtra charges added by air BNB is disgusting and daylight robbery , if you can call direct you can save decent money .",2025-03-24 18:55:42,2025Q1
Gigi Bilgihan,1,sucks. I had a scammer host experience.booked but couldn't check in. I reported to Airbnb service several times and they didn't dare to contact w me. service fee is good but service quality is sucks.,2025-03-24 17:10:06,2025Q1
Simon Wong,1,"Beware of this TOTALLY unreliable platform and host. Can't trust their integrity. If it is a murder case, many could have been jailed/hanged innocently for the wrong accusations. Luckily, it is just money and can be treated as donation to AirBnB which charge as they feel right without proper consideration. KARMA. Through history, Empires will fall.",2025-03-24 17:06:24,2025Q1
John Mikkelsen,4,great app. never a problem and use for hosting and travel,2025-03-24 16:47:39,2025Q1
Jitender Thakur,5,Amazing,2025-03-24 16:41:13,2025Q1
Anna Caro,5,this app is a big help where we can easily book and pay. Hoping and looking forward for a good stay,2025-03-24 16:00:44,2025Q1
Cameron Duff,1,"Functionality 9/10, as in, yip it opens when it should, is fast and responsive. However, poor usability most of the time 1/10. There are several flaws and frustrations. You can't sort search results i.e lowest to highest price. If you use the ""map"" search it auto includes all sorts of places, some not even in the same area or city. You will get different results with the same search multiple times. When I search for ""apartments"" only, you get all the other types regardless.",2025-03-24 15:22:53,2025Q1
Nikesh Mehta,5,Booking is easy and with a lot of choices.,2025-03-24 14:56:10,2025Q1
yossi ben ishay,5,"great booking experience, love the concept as it gives us great vacation options as family.",2025-03-24 14:33:55,2025Q1
Nitin Bonde,5,"good app user friendly,lots of options one can have in real-time",2025-03-24 13:58:43,2025Q1
Julian Jain,5,amazing!,2025-03-24 11:35:56,2025Q1
Steve Remego,5,easy to use,2025-03-24 11:16:29,2025Q1
Satori Pittman,1,"after a certain point you can't get a refund for canceling, and that is beyond unreasonable. life changes. the least you could do is a 25% refund. why keep my money for a service not provided?",2025-03-24 10:40:04,2025Q1
Batya Gorman,5,great details,2025-03-24 10:36:37,2025Q1
Bj Saddi,1,hindi makapagbook dahil sa verify ng number pero palagi max attempt daw pero wala pa inaattempt 24hrs ang cooldown hassle magbook dito,2025-03-24 10:13:07,2025Q1
Serghio Parr,4,"great, make everyone happy",2025-03-24 09:27:41,2025Q1
Megan Rademaker,5,The App worked like a charm!,2025-03-24 08:43:22,2025Q1
Elrozette Cicelia Lewis,5,I feel safe a sure about the places I choose to stay at. the app is very convenient,2025-03-24 08:15:47,2025Q1
Dan Gramatic,4,Support is great.,2025-03-24 08:02:39,2025Q1
sweety Adams,5,Excellent app,2025-03-24 08:01:02,2025Q1
bonnie Tarr,5,"always transparent, easy booking",2025-03-24 07:50:43,2025Q1
Stephanie LaPratt,5,We have been using this app for a couple years now. It is absolutely my go to for a reservation. Hotels are nice but Airbnb's 👍👍👍 you can look for and book what you want where you want and you have choices always.,2025-03-24 06:35:27,2025Q1
Chris Ee Ting Wong,4,always great looking for apt,2025-03-24 06:08:40,2025Q1
MarriedThrilledGrilled,4,Since the last update it takes long time for the app to load,2025-03-24 05:58:14,2025Q1
Jeff Furst,5,"Charming space, beautiful area. the hosts are gracious and friendly.",2025-03-24 05:57:21,2025Q1
Zerg,5,Pretty cool first impressions.,2025-03-24 05:50:55,2025Q1
Tracy Mandisodza,5,easy and helpful,2025-03-24 05:47:06,2025Q1
Sheryl Spivey,5,Always gets me where I need to go.,2025-03-24 05:34:11,2025Q1
Kevin Ronaldson,5,I love using Airbnb as there is so much choice for the areas I'm looking at,2025-03-24 05:15:26,2025Q1
D.D.W. Hudson,1,Terrible. I was left out to sea when a host made false accusations against me. There was evidence in the airbnb thread. There is significant deference given to the host against the guest. The host harassed and used abusive language because I preferred to communicate via the app versus my personal number. I reviewed the host and my review was taken down because I never stayed with host but host review was allowed to stay. I was the victim. They rewarded the bad guy and punished the good guy.,2025-03-24 03:46:27,2025Q1
meg cox,5,Love it,2025-03-24 02:56:22,2025Q1
Sarah Newnham,5,All good so far,2025-03-24 02:50:33,2025Q1
Sanatani Kiran,5,easy booking,2025-03-24 02:40:14,2025Q1
Mikey James,5,Great and easy,2025-03-24 02:26:40,2025Q1
Tykinsten Wood,5,Nate is the goat! Great Experience!,2025-03-24 02:23:49,2025Q1
Mark Mchugh,5,I tend to find better options on Air BnB and I tend to avoid hotel booking so this is ideal as most rentals are people's homes or owned property with all the comforts of home.,2025-03-24 02:17:01,2025Q1
Brandan Baines,5,excellent,2025-03-24 01:59:38,2025Q1
Sandaru Piumal,5,highly recommended,2025-03-24 01:58:27,2025Q1
Bob Bruce,5,an excellent and safe way to find accommodation around the world,2025-03-24 01:46:24,2025Q1
Cory Raley,5,always on point just gotta ask the right questions,2025-03-24 01:38:09,2025Q1
Bilal Ch,5,nice app,2025-03-24 01:00:09,2025Q1
Mathew Atkinson,5,I love air bnb,2025-03-24 00:49:32,2025Q1
Travis Carey,1,hate this app,2025-03-23 22:56:41,2025Q1
Andrew Stukey,5,I fully depend on this app when I travel internationally and I have never been disappointed. Amazing!,2025-03-23 22:39:05,2025Q1
Marcus Hudson,1,"hard to deactivate an account, I am wound up",2025-03-23 21:04:06,2025Q1
Richard,1,"Awful UI, buggy address entering, buggy camera interaction. a simple process of booking something has taken over 3 times the amount of time it should.",2025-03-23 20:13:57,2025Q1
Zaiton binti Idris,5,excellence,2025-03-23 20:04:50,2025Q1
Kobie Maverick,3,"app filters refresh all the time, when waiting a few minutes, when clicking on one listing and going back, they have known of this bug it makes finding a place very hard",2025-03-23 18:32:12,2025Q1
Sucheta Sardar,2,The bathroom exhaust fan was not working. There was no geyser in the bathroom. The room was quite small,2025-03-23 16:34:26,2025Q1
Maryanne Raats,5,"easy, helpful, trustworthy",2025-03-23 15:56:54,2025Q1
Vijay Kushalappa,5,Great experience booking,2025-03-23 15:39:13,2025Q1
Heather Farmer,5,"Easy, no fuss!",2025-03-23 14:06:40,2025Q1
Justin Bissonnette,5,easy and quick,2025-03-23 13:13:20,2025Q1
Peter Osler,5,amazing,2025-03-23 12:45:59,2025Q1
Jason Schuetz,5,I have used this app many times and it is the easiest and quickest site for booking a rental.,2025-03-23 12:14:46,2025Q1
Bridget McKinsey,5,My mom and I love staying in Airbnbs,2025-03-23 12:04:18,2025Q1
Satyam Amurta,5,"most of the time, I found a very good location and price.",2025-03-23 09:36:28,2025Q1
Kulae Delana,1,"don't use this app using other website the reason I would not recommend this app to anyone who wants to list their property because of * this app charges so much from guest and also host when using their app they have a fee of booking and they also charge host and guest for canceling. * host you are not protected in this website, only the guest rights are been priorities. if you tell confront the guest of there wrong doings this website will suspend your account with no reason",2025-03-23 08:50:02,2025Q1
Sam V R,5,awesome,2025-03-23 08:47:29,2025Q1
Jonathan8995,1,"What did you do? Looks to me like you have broken your app. I can't search all, I can't set a date and view all to see what's available. You made it 4x as hard to use. The way it should work, is you set a date of when you can stay, then you filter where you want to stay with that date set. if you want to view all, you should be able to view all. Instead, we are forced to select 1 type, select a location, then see if it's available. EVERY TIME. Sad, just sad. Oh well, hotel it is!",2025-03-23 07:07:06,2025Q1
